군구분,검사구분코드,검사지침구분,검사지침코드,검사지침코드명,자격면허등급
해병,BJ01,자격,9553,자원관리기술사,기사급이상
해병,3103,자격,0570,자원관리기술사,기사급이상
해군,BJ06,자격,0570,자원관리기술사,기사급이상
해군,BJ01,자격,9553,자원관리기술사,기사급이상
해군,3007,자격,0570,자원관리기술사,기사급이상
해군,1007,자격,0570,자원관리기술사,
육군,3051,자격,9553,자원관리기술사,기사급이상
육군,3051,자격,0570,자원관리기술사,기사급이상
공군,BJ06,자격,0570,자원관리기술사,기사급이상
육군,6031,자격,0938,자연환경관리기술사,기사급이상
해병,BJ20,자격,2938,자연생태복원산업기사,산업기사급
해병,BJ01,자격,2938,자연생태복원산업기사,산업기사급
해군,BJ01,자격,2938,자연생태복원산업기사,산업기사급
육군,6042,자격,2938,자연생태복원산업기사,산업기사급
육군,6042,자격,C938,자연생태복원산업기사,산업기사급
육군,6041,자격,2938,자연생태복원산업기사,산업기사급
육군,6041,자격,C938,자연생태복원산업기사,산업기사급
공군,BJ02,자격,2938,자연생태복원산업기사,산업기사급
공군,1006,자격,2938,자연생태복원산업기사,산업기사급
해병,BJ20,자격,1938,자연생태복원기사,기사급이상
해병,BJ01,자격,1938,자연생태복원기사,기사급이상
해군,BJ01,자격,1938,자연생태복원기사,기사급이상
육군,6042,자격,1938,자연생태복원기사,기사급이상
육군,6041,자격,1938,자연생태복원기사,기사급이상
공군,BJ02,자격,1938,자연생태복원기사,기사급이상
공군,1006,자격,1938,자연생태복원기사,기사급이상
육군,8011,자격,2772,자수산업기사,산업기사급
육군,8011,자격,7811,자수기능사(수자수),기능사급
육군,8011,자격,7812,자수기능사(기계자수),기능사급
해병,BJ20,자격,C50E,자산운용_L5,기사급이상
해병,BJ20,자격,C55E,자산운용_L5,기사급이상
해병,BJ20,자격,C53E,자산운용_L5,기사급이상
해병,BJ20,자격,5C0F,자산운용_L5,기사급이상
해병,BJ01,자격,C50E,자산운용_L5,기사급이상
해병,BJ01,자격,5C0F,자산운용_L5,기사급이상
해병,BJ01,자격,C53E,자산운용_L5,기사급이상
해병,BJ01,자격,C55E,자산운용_L5,기사급이상
해군,BJ01,자격,C53E,자산운용_L5,기사급이상
해군,BJ01,자격,5C0F,자산운용_L5,기사급이상
해군,BJ01,자격,C55E,자산운용_L5,기사급이상
해군,BJ01,자격,C50E,자산운용_L5,기사급이상
공군,BJ01,자격,C50E,자산운용_L5,기사급이상
공군,BJ01,자격,C55E,자산운용_L5,기사급이상
공군,BJ01,자격,5C0F,자산운용_L5,기사급이상
공군,BJ01,자격,C53E,자산운용_L5,기사급이상
육군,0072,면허,A0090,자산관리사,일반면허공인
공군,BJ01,면허,A0090,자산관리사,일반면허공인
해군,1012,면허,0666,자바프로그래머,
공군,BJ09,면허,0666,자바프로그래머,일반면허공인
공군,1005,면허,0666,자바프로그래머,일반면허공인
해병,BJ07,면허,1037,자동화설비제어사,일반면허공인
육군,4034,면허,1037,자동화설비제어사,일반면허공인
육군,4033,면허,1037,자동화설비제어사,일반면허공인
육군,4032,면허,1037,자동화설비제어사,일반면허공인
육군,4031,면허,1037,자동화설비제어사,일반면허공인
공군,BJ07,면허,1037,자동화설비제어사,일반면허공인
해병,BJ20,자격,O25G,자동차차체정비_L2,기능사급
해병,BJ20,자격,O23G,자동차차체정비_L2,기능사급
해병,BJ07,자격,O25G,자동차차체정비_L2,기능사급
해병,BJ07,자격,O23G,자동차차체정비_L2,기능사급
해병,BJ05,자격,O23G,자동차차체정비_L2,기능사급
해병,BJ05,자격,O25G,자동차차체정비_L2,기능사급
해병,BJ01,자격,O25G,자동차차체정비_L2,기능사급
해병,BJ01,자격,O23G,자동차차체정비_L2,기능사급
해군,BJ07,자격,O23G,자동차차체정비_L2,기능사급
해군,BJ07,자격,O25G,자동차차체정비_L2,기능사급
해군,BJ05,자격,O23G,자동차차체정비_L2,기능사급
해군,BJ05,자격,O25G,자동차차체정비_L2,기능사급
해군,BJ01,자격,O23G,자동차차체정비_L2,기능사급
해군,BJ01,자격,O25G,자동차차체정비_L2,기능사급
육군,7051,자격,O25G,자동차차체정비_L2,기능사급
육군,7051,자격,O23G,자동차차체정비_L2,기능사급
공군,BJ20,자격,O25G,자동차차체정비_L2,기능사급
공군,BJ20,자격,O23G,자동차차체정비_L2,기능사급
공군,BJ01,자격,O25G,자동차차체정비_L2,기능사급
공군,BJ01,자격,O23G,자동차차체정비_L2,기능사급
해병,BJ20,자격,6285,자동차차체수리기능사,기능사급
해병,BJ07,자격,6285,자동차차체수리기능사,기능사급
해병,BJ05,자격,6285,자동차차체수리기능사,기능사급
해병,BJ01,자격,6285,자동차차체수리기능사,기능사급
해병,3108,자격,6285,자동차차체수리기능사,기능사급
해병,3105,자격,6285,자동차차체수리기능사,기능사급
해군,BJ07,자격,6285,자동차차체수리기능사,기능사급
해군,BJ05,자격,6285,자동차차체수리기능사,기능사급
해군,BJ01,자격,6285,자동차차체수리기능사,기능사급
해군,3009,자격,6285,자동차차체수리기능사,기능사급
육군,C012,자격,E285,자동차차체수리기능사,기능사급
육군,C012,자격,6285,자동차차체수리기능사,기능사급
육군,7051,자격,E285,자동차차체수리기능사,기능사급
육군,7051,자격,6285,자동차차체수리기능사,기능사급
공군,BJ20,자격,6285,자동차차체수리기능사,기능사급
공군,BJ01,자격,E285,자동차차체수리기능사,기능사급
공군,BJ01,자격,6285,자동차차체수리기능사,기능사급
해병,BJ20,자격,O35Q,자동차차체도장_L3,산업기사급
해병,BJ20,자격,O33Q,자동차차체도장_L3,산업기사급
해병,BJ07,자격,O33Q,자동차차체도장_L3,산업기사급
해병,BJ07,자격,O35Q,자동차차체도장_L3,산업기사급
해병,BJ05,자격,O33Q,자동차차체도장_L3,산업기사급
해병,BJ05,자격,O35Q,자동차차체도장_L3,산업기사급
해병,BJ01,자격,O33Q,자동차차체도장_L3,산업기사급
해병,BJ01,자격,O35Q,자동차차체도장_L3,산업기사급
해군,BJ07,자격,O35Q,자동차차체도장_L3,산업기사급
해군,BJ07,자격,O33Q,자동차차체도장_L3,산업기사급
해군,BJ05,자격,O35Q,자동차차체도장_L3,산업기사급
해군,BJ05,자격,O33Q,자동차차체도장_L3,산업기사급
해군,BJ01,자격,O33Q,자동차차체도장_L3,산업기사급
해군,BJ01,자격,O35Q,자동차차체도장_L3,산업기사급
육군,7051,자격,O35Q,자동차차체도장_L3,산업기사급
육군,7051,자격,O33Q,자동차차체도장_L3,산업기사급
공군,BJ20,자격,O35Q,자동차차체도장_L3,산업기사급
공군,BJ20,자격,O33Q,자동차차체도장_L3,산업기사급
공군,BJ01,자격,O33Q,자동차차체도장_L3,산업기사급
공군,BJ01,자격,O35Q,자동차차체도장_L3,산업기사급
해병,BJ05,면허,5198,자동차진단평가사 2급,기사급이상
해군,BJ05,면허,5198,자동차진단평가사 2급,기사급이상
육군,7051,면허,5198,자동차진단평가사 2급,기사급이상
공군,BJ20,면허,5198,자동차진단평가사 2급,기사급이상
공군,BJ01,면허,5198,자동차진단평가사 2급,기사급이상
해병,BJ05,면허,5197,자동차진단평가사 1급,기사급이상
해군,BJ05,면허,5197,자동차진단평가사 1급,기사급이상
육군,7051,면허,5197,자동차진단평가사 1급,기사급이상
공군,BJ20,면허,5197,자동차진단평가사 1급,기사급이상
해병,BJ20,자격,2070,자동차정비산업기사,산업기사급
해병,BJ07,자격,2070,자동차정비산업기사,산업기사급
해병,BJ05,자격,2070,자동차정비산업기사,산업기사급
해병,BJ01,자격,2070,자동차정비산업기사,산업기사급
해병,3108,자격,2070,자동차정비산업기사,산업기사급
해병,3105,자격,2070,자동차정비산업기사,산업기사급
해병,3104,자격,2070,자동차정비산업기사,산업기사급
해군,BJ07,자격,2070,자동차정비산업기사,산업기사급
해군,BJ05,자격,2070,자동차정비산업기사,산업기사급
해군,BJ01,자격,C070,자동차정비산업기사,산업기사급
해군,BJ01,자격,2070,자동차정비산업기사,산업기사급
해군,3009,자격,2070,자동차정비산업기사,산업기사급
육군,C012,자격,C070,자동차정비산업기사,산업기사급
육군,C012,자격,2070,자동차정비산업기사,산업기사급
육군,7051,자격,C070,자동차정비산업기사,산업기사급
육군,7051,자격,2070,자동차정비산업기사,산업기사급
공군,BJ20,자격,2070,자동차정비산업기사,산업기사급
공군,BJ20,자격,C070,자동차정비산업기사,산업기사급
공군,BJ01,자격,C070,자동차정비산업기사,산업기사급
공군,BJ01,자격,2070,자동차정비산업기사,산업기사급
해병,BJ20,자격,1070,자동차정비기사,기사급이상
해병,BJ07,자격,1070,자동차정비기사,기사급이상
해병,BJ05,자격,1070,자동차정비기사,기사급이상
해병,BJ01,자격,1070,자동차정비기사,기사급이상
해병,3108,자격,1070,자동차정비기사,기사급이상
해병,3105,자격,1070,자동차정비기사,기사급이상
해병,3104,자격,1070,자동차정비기사,기사급이상
해군,BJ07,자격,1070,자동차정비기사,기사급이상
해군,BJ05,자격,1070,자동차정비기사,기사급이상
해군,BJ01,자격,1070,자동차정비기사,기사급이상
해군,3009,자격,1070,자동차정비기사,기사급이상
육군,C012,자격,B070,자동차정비기사,기사급이상
육군,C012,자격,1070,자동차정비기사,기사급이상
육군,7051,자격,B070,자동차정비기사,기사급이상
육군,7051,자격,1070,자동차정비기사,기사급이상
공군,BJ20,자격,1070,자동차정비기사,기사급이상
공군,BJ01,자격,1070,자동차정비기사,기사급이상
해병,BJ20,자격,3110,자동차정비기능장,기사급이상
해병,BJ07,자격,3110,자동차정비기능장,기사급이상
해병,BJ05,자격,3110,자동차정비기능장,기사급이상
해병,BJ01,자격,3110,자동차정비기능장,기사급이상
해병,3108,자격,3110,자동차정비기능장,기사급이상
해병,3105,자격,3110,자동차정비기능장,기사급이상
해군,BJ07,자격,3110,자동차정비기능장,산업기사급
해군,BJ05,자격,3110,자동차정비기능장,기사급이상
해군,BJ01,자격,3110,자동차정비기능장,기사급이상
해군,3009,자격,3110,자동차정비기능장,산업기사급
육군,C012,자격,3110,자동차정비기능장,기사급이상
육군,7051,자격,3110,자동차정비기능장,기사급이상
공군,BJ20,자격,3110,자동차정비기능장,기사급이상
공군,BJ01,자격,3110,자동차정비기능장,기사급이상
해병,BJ20,자격,6281,자동차정비기능사,기능사급
해병,BJ07,자격,6281,자동차정비기능사,기능사급
해병,BJ05,자격,6281,자동차정비기능사,기능사급
해병,BJ01,자격,6281,자동차정비기능사,기능사급
해병,3108,자격,6281,자동차정비기능사,기능사급
해병,3105,자격,6281,자동차정비기능사,기능사급
해병,3104,자격,6281,자동차정비기능사,기능사급
해군,BJ07,자격,6281,자동차정비기능사,기능사급
해군,BJ05,자격,6281,자동차정비기능사,기능사급
해군,BJ01,자격,E281,자동차정비기능사,기능사급
해군,BJ01,자격,6281,자동차정비기능사,기능사급
해군,3009,자격,6281,자동차정비기능사,기능사급
육군,C012,자격,E281,자동차정비기능사,기능사급
육군,C012,자격,6281,자동차정비기능사,기능사급
육군,7051,자격,6281,자동차정비기능사,기능사급
육군,7051,자격,E281,자동차정비기능사,기능사급
공군,BJ20,자격,6281,자동차정비기능사,기능사급
공군,BJ20,자격,E281,자동차정비기능사,기능사급
공군,BJ07,자격,6281,자동차정비기능사,기능사급
공군,BJ01,자격,E281,자동차정비기능사,기능사급
공군,BJ01,자격,6281,자동차정비기능사,기능사급
해병,BJ20,자격,O30P,자동차정비_L3,산업기사급
해병,BJ20,자격,O33P,자동차정비_L3,산업기사급
해병,BJ20,자격,O30P,자동차정비_L3,산업기사급
해병,BJ20,자격,O35P,자동차정비_L3,산업기사급
해병,BJ07,자격,O30P,자동차정비_L3,산업기사급
해병,BJ07,자격,O33P,자동차정비_L3,산업기사급
해병,BJ07,자격,O35P,자동차정비_L3,산업기사급
해병,BJ05,자격,O33P,자동차정비_L3,산업기사급
해병,BJ05,자격,O35P,자동차정비_L3,산업기사급
해병,BJ05,자격,O30P,자동차정비_L3,산업기사급
해병,BJ01,자격,O30P,자동차정비_L3,산업기사급
해병,BJ01,자격,O33P,자동차정비_L3,산업기사급
해병,BJ01,자격,O35P,자동차정비_L3,산업기사급
해군,BJ07,자격,O30P,자동차정비_L3,산업기사급
해군,BJ07,자격,O35P,자동차정비_L3,산업기사급
해군,BJ07,자격,O33P,자동차정비_L3,산업기사급
해군,BJ05,자격,O35P,자동차정비_L3,산업기사급
해군,BJ05,자격,O30P,자동차정비_L3,산업기사급
해군,BJ05,자격,O33P,자동차정비_L3,산업기사급
해군,BJ01,자격,O35P,자동차정비_L3,산업기사급
해군,BJ01,자격,O33P,자동차정비_L3,산업기사급
해군,BJ01,자격,O30P,자동차정비_L3,산업기사급
육군,7051,자격,O35P,자동차정비_L3,산업기사급
육군,7051,자격,O30P,자동차정비_L3,산업기사급
육군,7051,자격,O33P,자동차정비_L3,산업기사급
공군,BJ20,자격,O30P,자동차정비_L3,산업기사급
공군,BJ20,자격,O33P,자동차정비_L3,산업기사급
공군,BJ20,자격,O35P,자동차정비_L3,산업기사급
공군,BJ01,자격,O33P,자동차정비_L3,산업기사급
공군,BJ01,자격,O30P,자동차정비_L3,산업기사급
공군,BJ01,자격,O35P,자동차정비_L3,산업기사급
해병,BJ20,자격,O23F,자동차정비_L2,기능사급
해병,BJ20,자격,O20F,자동차정비_L2,기능사급
해병,BJ20,자격,O25F,자동차정비_L2,기능사급
해병,BJ20,자격,2O0H,자동차정비_L2,기능사급
해병,BJ05,자격,O20F,자동차정비_L2,기능사급
해병,BJ05,자격,2O0H,자동차정비_L2,기능사급
해병,BJ05,자격,O23F,자동차정비_L2,기능사급
해병,BJ05,자격,O25F,자동차정비_L2,기능사급
해병,BJ01,자격,O20F,자동차정비_L2,기능사급
해병,BJ01,자격,O25F,자동차정비_L2,기능사급
해병,BJ01,자격,O23F,자동차정비_L2,기능사급
해병,BJ01,자격,2O0H,자동차정비_L2,기능사급
해군,BJ07,자격,O25F,자동차정비_L2,기능사급
해군,BJ07,자격,O23F,자동차정비_L2,기능사급
해군,BJ07,자격,2O0H,자동차정비_L2,기능사급
해군,BJ07,자격,O20F,자동차정비_L2,기능사급
해군,BJ05,자격,O25F,자동차정비_L2,기능사급
해군,BJ05,자격,O23F,자동차정비_L2,기능사급
해군,BJ05,자격,O20F,자동차정비_L2,기능사급
해군,BJ05,자격,2O0H,자동차정비_L2,기능사급
해군,BJ01,자격,O20F,자동차정비_L2,기능사급
해군,BJ01,자격,O23F,자동차정비_L2,기능사급
해군,BJ01,자격,O25F,자동차정비_L2,기능사급
해군,BJ01,자격,2O0H,자동차정비_L2,기능사급
육군,7051,자격,O25F,자동차정비_L2,기능사급
육군,7051,자격,O23F,자동차정비_L2,기능사급
육군,7051,자격,O20F,자동차정비_L2,기능사급
육군,7051,자격,2O0H,자동차정비_L2,기능사급
